,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
232,4035,then <-> then-,then , then-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
233,4053,today <-> today-,today , today-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
234,4269,and <-> and-,and , and-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
235,4275,we <-> we-,we , we-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
236,4310,walked <-> walked-,walked , walked-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
237,4429,you <-> you-,you , you-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
238,4431,you <-> you-,you , you-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
239,4455,did <-> did-,did , did-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
240,4729,in <-> in-,in , in-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
241,4851,is <-> is-,is , is-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
242,4902,think <-> think-,think , think-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
243,5227,is <-> is-,is , is-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
244,5549,and <-> and-,and , and-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
245,5618,we <-> we-,we , we-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
246,5766,why <-> why-,why , why-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
247,5954,have <-> have-,have , have-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
248,7410,her <-> her-,her , her-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
249,169,*** <-> south-,*** , south-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
250,1077,*** <-> did the-,*** , did the-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
251,1404,*** <-> had-,*** , had-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
252,5511,*** <-> not-,*** , not-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
253,7097,*** <-> was-,*** , was-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
254,33,*** <-> are,*** , are,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
255,38,*** <-> are,*** , are,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
256,563,*** <-> are,*** , are,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
257,4301,she's <-> she,she's , she,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
258,3592,*** <-> will,*** , will,aa-rev,amber,False,ATL_se0_ag1_f_03_1,future_ll_del_19c,morpho_syntax
259,3764,i'll <-> i,i'll , i,aa-rev,amber,False,ATL_se0_ag1_f_03_1,future_ll_del_19c,morpho_syntax
260,4619,finna <-> going to,finna , going to,aa-rev,amber,False,ATL_se0_ag1_f_03_1,finna_19i,morpho_syntax
261,4632,finna <-> going to,finna , going to,aa-rev,amber,False,ATL_se0_ag1_f_03_1,finna_19i,morpho_syntax
262,330,type <-> types,type , types,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
263,779,practice <-> practices,practice , practices,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
264,2853,come <-> comes,come , comes,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
265,2864,type <-> types,type , types,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
266,4649,introduction <-> introductions,introduction , introductions,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
267,1810,dress <-> dressed,dress , dressed,aa-rev,amber,False,ATL_se0_ag1_f_03_1,stem_for_past_20e,morpho_syntax
268,4795,walked <-> walk,walked , walk,aa-rev,amber,False,ATL_se0_ag1_f_03_1,stem_for_past_20e,morpho_syntax
269,3655,*** <-> she,*** , she,aa-rev,amber,False,ATL_se0_ag1_f_03_1,add_pronoun_21d,morpho_syntax
270,3941,it <-> ***,it , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,add_pronoun_21d,morpho_syntax
271,4296,*** <-> it,*** , it,aa-rev,amber,False,ATL_se0_ag1_f_03_1,add_pronoun_21d,morpho_syntax
272,2088,if <-> ***,if , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,if_whether_del_23b,morpho_syntax
273,2463,if <-> ***,if , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,if_whether_del_23b,morpho_syntax
274,280,because <-> because-,because , because-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
275,282,because <-> because-,because , because-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
276,2562,remember <-> remember-,remember , remember-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
277,3174,don't wanna <-> gonna,don't wanna , gonna,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
278,4336,coulda <-> could have,coulda , could have,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
279,4528,*** <-> about,*** , about,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
280,159,a <-> an,a , an,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
281,233,a <-> ***,a , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
282,244,a <-> an,a , an,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
283,291,a <-> an,a , an,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
284,294,i <-> i've,i , i've,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
285,1082,i'd <-> i,i'd , i,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
286,1295,i <-> ***,i , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
287,1389,a <-> ***,a , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
288,2090,a <-> a-,a , a-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
289,2159,*** <-> a,*** , a,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
290,2667,b <-> b.,b , b.,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
291,3296,i <-> ***,i , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
292,3498,a <-> the,a , the,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
293,3707,*** <-> a,*** , a,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
294,4097,that <-> i,that , i,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
295,4170,crazy <-> brazy,crazy , brazy,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
296,4181,some <-> a,some , a,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
297,4211,bruh <-> bruh-,bruh , bruh-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
298,4217,but <-> bruh,but , bruh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
299,4298,bruh <-> bruh- yeah,bruh , bruh- yeah,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
300,208,what'd <-> what did,what'd , what did,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
301,217,where'd <-> where did,where'd , where did,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
302,594,we'd <-> we would,we'd , we would,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
303,2908,tv's <-> tv is,tv's , tv is,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
304,3270,paid's <-> pay is,paid's , pay is,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
305,4464,guy's <-> guy is,guy's , guy is,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
306,11,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
307,21,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
308,46,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
309,60,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
310,73,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
311,87,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
312,95,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
313,100,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
314,118,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
315,129,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
316,157,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
317,165,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
318,173,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
319,186,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
320,201,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
321,254,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
322,285,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
323,298,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
324,353,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
325,373,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
326,412,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
327,440,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
328,457,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
329,541,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
330,558,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
331,589,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
332,623,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
333,666,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
334,711,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
335,741,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
336,747,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
337,770,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
338,797,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
339,809,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
340,836,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
341,987,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
342,1071,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
343,1105,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
344,1164,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
345,1283,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
346,1307,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
347,1336,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
348,1350,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
349,1434,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
350,1445,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
351,1462,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
352,1478,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
353,1481,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
354,1489,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
355,1562,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
356,1589,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
357,1647,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
358,1681,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
359,1784,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
360,1796,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
361,1930,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
362,1955,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
363,1967,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
364,2200,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
365,2251,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
366,2576,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
367,2588,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
368,2636,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
369,2643,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
370,2678,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
371,2685,uh <-> oh,uh , oh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
372,2696,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
373,2710,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
374,2781,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
375,2879,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
376,2929,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
377,2983,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
378,3033,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
379,3093,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
380,3188,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
381,3266,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
382,3415,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
383,3427,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
384,3435,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
385,3511,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
386,3525,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
387,3627,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
388,3711,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
389,3811,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
390,3887,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
391,3909,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
392,3963,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
393,3996,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
394,4063,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
395,4070,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
396,4083,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
397,4145,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
398,4321,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
399,4494,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
400,4670,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
401,4752,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
402,4758,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
403,343,uh <-> ***,uh , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
404,2145,*** <-> uh,*** , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
405,2940,*** <-> okay,*** , okay,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
406,2942,okay <-> ***,okay , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
407,3355,*** <-> okay,*** , okay,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
408,4124,ah <-> ***,ah , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
409,4589,*** <-> oh,*** , oh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
410,4797,nah <-> ***,nah , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
411,49,lives <-> lives-,lives , lives-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
412,167,did <-> did-,did , did-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
413,238,clothes <-> clothes-,clothes , clothes-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
414,371,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
415,422,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
416,792,but <-> but-,but , but-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
417,1049,minutes <-> minutes-,minutes , minutes-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
418,1107,here <-> here-,here , here-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
419,1152,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
420,1245,swings <-> swings-,swings , swings-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
421,1430,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
422,1501,side <-> side-,side , side-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
423,1530,really <-> really-,really , really-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
424,1619,for <-> for-,for , for-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
425,1666,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
426,1746,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
427,1771,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
428,2014,or <-> or-,or , or-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
429,2136,wheels <-> wheels-,wheels , wheels-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
430,2155,regular <-> regular-,regular , regular-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
431,2167,know <-> know-,know , know-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
432,2226,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
433,2235,it's <-> it's-,it's , it's-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
434,2467,music <-> music-,music , music-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
435,2488,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
436,2492,interesting <-> interesting-,interesting , interesting-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
437,2559,didn't <-> didn't-,didn't , didn't-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
438,2591,calypso <-> calypso-,calypso , calypso-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
439,2728,mean <-> mean-,mean , mean-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
440,2775,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
441,2836,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
442,3124,to <-> to-,to , to-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
443,3170,even <-> even-,even , even-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
444,3292,was <-> was-,was , was-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
445,3329,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
446,3332,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
447,3385,mean <-> mean-,mean , mean-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
448,3572,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
449,3826,think <-> think-,think , think-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
450,3969,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
451,4025,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
452,4039,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
453,4099,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
454,4388,or <-> or-,or , or-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
455,4392,other <-> other-,other , other-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
456,4536,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
457,4578,call <-> call-,call , call-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
458,4593,the <-> the-,the , the-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
459,4723,don't <-> don't-,don't , don't-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
460,846,u- <-> ***,u- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
461,889,e- <-> ***,e- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
462,934,s- <-> ***,s- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
463,1160,so- <-> ***,so- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
464,1664,*** <-> like-,*** , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
465,1948,or not very- <-> ***,or not very- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
466,2109,oh a king you gotta- <-> ***,oh a king you gotta- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
467,2526,natural thing that happened- <-> ***,natural thing that happened- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
468,3787,oh sh- <-> ***,oh sh- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
469,4240,*** <-> sis-,*** , sis-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
470,4612,*** <-> know-,*** , know-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
471,4825,s- <-> ***,s- , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
472,817,anybody's <-> anybody,anybody's , anybody,aa-rev,amber,False,DCB_se3_ag1_m_01_2,cop_aux_del_19a,morpho_syntax
473,1158,comes <-> come,comes , come,aa-rev,amber,False,DCB_se3_ag1_m_01_2,final_s_del_20a_21b,morpho_syntax
